2024-09-02 16:51:47 - C:/Users/Study/Videos\0902 Drop Frames for Will.mov
Duplicate found at frame 134 at 2.23 seconds
Duplicate found at frame 137 at 2.28 seconds
Duplicate found at frame 139 at 2.32 seconds
Duplicate found at frame 141 at 2.35 seconds
Duplicate found at frame 143 at 2.38 seconds
Duplicate found at frame 145 at 2.42 seconds
Duplicate found at frame 148 at 2.47 seconds
Duplicate found at frame 151 at 2.52 seconds
Duplicate found at frame 153 at 2.55 seconds
Duplicate found at frame 155 at 2.58 seconds
Duplicate found at frame 157 at 2.62 seconds
Duplicate found at frame 159 at 2.65 seconds
Duplicate found at frame 161 at 2.68 seconds
Duplicate found at frame 163 at 2.72 seconds
Duplicate found at frame 165 at 2.75 seconds
Duplicate found at frame 168 at 2.80 seconds
Duplicate found at frame 170 at 2.83 seconds
Duplicate found at frame 172 at 2.87 seconds
Duplicate found at frame 174 at 2.90 seconds
Duplicate found at frame 176 at 2.93 seconds
Duplicate found at frame 178 at 2.97 seconds
Duplicate found at frame 181 at 3.02 seconds
Duplicate found at frame 183 at 3.05 seconds
2024-09-02 16:52:23 - Video fully processed: 83 duplicates found
End of Video

2024-09-02 16:52:23 - C:/Users/Study/Videos\Chase & Status, Stormzy - BACKBONE (Live From Ushuaia).mp4

Duplicate found at frame 67 at 2.68 seconds
Duplicate found at frame 2325 at 93.00 seconds
Duplicate found at frame 2326 at 93.04 seconds
Duplicate found at frame 4420 at 176.80 seconds
Duplicate found at frame 4421 at 176.84 seconds
Duplicate found at frame 4422 at 176.88 seconds
Duplicate found at frame 4423 at 176.92 seconds
Duplicate found at frame 4424 at 176.96 seconds
Duplicate found at frame 4425 at 177.00 seconds
Duplicate found at frame 4426 at 177.04 seconds
Duplicate found at frame 4427 at 177.08 seconds
Duplicate found at frame 4428 at 177.12 seconds
Duplicate found at frame 4429 at 177.16 seconds
Duplicate found at frame 4430 at 177.20 seconds
Duplicate found at frame 4431 at 177.24 seconds
Duplicate found at frame 4432 at 177.28 seconds
Duplicate found at frame 4433 at 177.32 seconds
Duplicate found at frame 4434 at 177.36 seconds
Duplicate found at frame 4435 at 177.40 seconds
Duplicate found at frame 4436 at 177.44 seconds
Duplicate found at frame 4437 at 177.48 seconds
Duplicate found at frame 4438 at 177.52 seconds
Duplicate found at frame 4439 at 177.56 seconds
Duplicate found at frame 4440 at 177.60 seconds
Duplicate found at frame 4441 at 177.64 seconds
Duplicate found at frame 4442 at 177.68 seconds
Duplicate found at frame 4443 at 177.72 seconds
Duplicate found at frame 4444 at 177.76 seconds
Duplicate found at frame 4445 at 177.80 seconds
Duplicate found at frame 4446 at 177.84 seconds
Duplicate found at frame 4447 at 177.88 seconds
Duplicate found at frame 4448 at 177.92 seconds
Duplicate found at frame 4449 at 177.96 seconds
Duplicate found at frame 4450 at 178.00 seconds
Duplicate found at frame 4451 at 178.04 seconds
Duplicate found at frame 4452 at 178.08 seconds
Duplicate found at frame 4453 at 178.12 seconds
Duplicate found at frame 4454 at 178.16 seconds
Duplicate found at frame 4455 at 178.20 seconds
Duplicate found at frame 4456 at 178.24 seconds
Duplicate found at frame 4457 at 178.28 seconds
Duplicate found at frame 4458 at 178.32 seconds
Duplicate found at frame 4459 at 178.36 seconds
Duplicate found at frame 4460 at 178.40 seconds
Duplicate found at frame 4461 at 178.44 seconds
Duplicate found at frame 4462 at 178.48 seconds
Duplicate found at frame 4463 at 178.52 seconds
Duplicate found at frame 4464 at 178.56 seconds
Duplicate found at frame 4465 at 178.60 seconds
Duplicate found at frame 4466 at 178.64 seconds
Duplicate found at frame 4467 at 178.68 seconds
Duplicate found at frame 4468 at 178.72 seconds
Duplicate found at frame 4469 at 178.76 seconds
Duplicate found at frame 4470 at 178.80 seconds
Duplicate found at frame 4471 at 178.84 seconds
Duplicate found at frame 4472 at 178.88 seconds
Duplicate found at frame 4473 at 178.92 seconds
Duplicate found at frame 4474 at 178.96 seconds
Duplicate found at frame 4475 at 179.00 seconds
Duplicate found at frame 4476 at 179.04 seconds
Duplicate found at frame 4477 at 179.08 seconds
Duplicate found at frame 4478 at 179.12 seconds
Duplicate found at frame 4479 at 179.16 seconds
Duplicate found at frame 4480 at 179.20 seconds
Duplicate found at frame 4481 at 179.24 seconds
Duplicate found at frame 4482 at 179.28 seconds
Duplicate found at frame 4483 at 179.32 seconds
Duplicate found at frame 4484 at 179.36 seconds
Duplicate found at frame 4485 at 179.40 seconds
Duplicate found at frame 4486 at 179.44 seconds
Duplicate found at frame 4487 at 179.48 seconds
Duplicate found at frame 4488 at 179.52 seconds
Duplicate found at frame 4489 at 179.56 seconds
2024-09-02 16:57:58 - Video fully processed: 73 duplicates found
End of Video

2024-09-02 16:57:58 - C:/Users/Study/Videos\The Fastest Way To Find Waldo.mp4

Duplicate found at frame 1 at 0.03 seconds
Duplicate found at frame 452 at 15.08 seconds
Duplicate found at frame 458 at 15.28 seconds
Duplicate found at frame 468 at 15.62 seconds
Duplicate found at frame 469 at 15.65 seconds
Duplicate found at frame 470 at 15.68 seconds
Duplicate found at frame 471 at 15.71 seconds
Duplicate found at frame 472 at 15.75 seconds
Duplicate found at frame 473 at 15.78 seconds
Duplicate found at frame 474 at 15.81 seconds
Duplicate found at frame 475 at 15.85 seconds
Duplicate found at frame 476 at 15.88 seconds
Duplicate found at frame 477 at 15.92 seconds
Duplicate found at frame 478 at 15.95 seconds
Duplicate found at frame 479 at 15.98 seconds
Duplicate found at frame 480 at 16.02 seconds
Duplicate found at frame 481 at 16.05 seconds
Duplicate found at frame 482 at 16.08 seconds
Duplicate found at frame 483 at 16.12 seconds
Duplicate found at frame 484 at 16.15 seconds
Duplicate found at frame 485 at 16.18 seconds
Duplicate found at frame 486 at 16.22 seconds
Duplicate found at frame 487 at 16.25 seconds
Duplicate found at frame 488 at 16.28 seconds
Duplicate found at frame 489 at 16.32 seconds
Duplicate found at frame 490 at 16.35 seconds
Duplicate found at frame 491 at 16.38 seconds
Duplicate found at frame 492 at 16.42 seconds
Duplicate found at frame 493 at 16.45 seconds
Duplicate found at frame 494 at 16.48 seconds
Duplicate found at frame 495 at 16.52 seconds
Duplicate found at frame 496 at 16.55 seconds
Duplicate found at frame 497 at 16.58 seconds
Duplicate found at frame 498 at 16.62 seconds
Duplicate found at frame 499 at 16.65 seconds
Duplicate found at frame 500 at 16.68 seconds
Duplicate found at frame 501 at 16.72 seconds
Duplicate found at frame 502 at 16.75 seconds
Duplicate found at frame 503 at 16.78 seconds
Duplicate found at frame 504 at 16.82 seconds
Duplicate found at frame 505 at 16.85 seconds
Duplicate found at frame 506 at 16.88 seconds
Duplicate found at frame 507 at 16.92 seconds
Duplicate found at frame 508 at 16.95 seconds
Duplicate found at frame 509 at 16.98 seconds
Duplicate found at frame 510 at 17.02 seconds
Duplicate found at frame 511 at 17.05 seconds
Duplicate found at frame 512 at 17.08 seconds
Duplicate found at frame 513 at 17.12 seconds
Duplicate found at frame 514 at 17.15 seconds
Duplicate found at frame 515 at 17.18 seconds
Duplicate found at frame 516 at 17.22 seconds
Duplicate found at frame 517 at 17.25 seconds
Duplicate found at frame 518 at 17.28 seconds
Duplicate found at frame 519 at 17.32 seconds
Duplicate found at frame 520 at 17.35 seconds
Duplicate found at frame 537 at 17.92 seconds
Duplicate found at frame 715 at 23.86 seconds
Duplicate found at frame 894 at 29.83 seconds
Duplicate found at frame 1073 at 35.80 seconds
Duplicate found at frame 1177 at 39.27 seconds
Duplicate found at frame 1179 at 39.34 seconds
Duplicate found at frame 1181 at 39.41 seconds
Duplicate found at frame 1182 at 39.44 seconds
Duplicate found at frame 1183 at 39.47 seconds
Duplicate found at frame 1184 at 39.51 seconds
Duplicate found at frame 1185 at 39.54 seconds
Duplicate found at frame 1186 at 39.57 seconds
Duplicate found at frame 1187 at 39.61 seconds
Duplicate found at frame 1188 at 39.64 seconds
Duplicate found at frame 1189 at 39.67 seconds
Duplicate found at frame 1190 at 39.71 seconds
Duplicate found at frame 1191 at 39.74 seconds
Duplicate found at frame 1192 at 39.77 seconds
Duplicate found at frame 1193 at 39.81 seconds
Duplicate found at frame 1194 at 39.84 seconds
Duplicate found at frame 1195 at 39.87 seconds
Duplicate found at frame 1196 at 39.91 seconds
Duplicate found at frame 1197 at 39.94 seconds
Duplicate found at frame 1198 at 39.97 seconds
Duplicate found at frame 1199 at 40.01 seconds
Duplicate found at frame 1246 at 41.58 seconds
Duplicate found at frame 1251 at 41.74 seconds
Duplicate found at frame 1252 at 41.77 seconds
Duplicate found at frame 1413 at 47.15 seconds
Duplicate found at frame 1414 at 47.18 seconds
Duplicate found at frame 1415 at 47.21 seconds
Duplicate found at frame 1416 at 47.25 seconds
Duplicate found at frame 1417 at 47.28 seconds
Duplicate found at frame 1418 at 47.31 seconds
Duplicate found at frame 1419 at 47.35 seconds
Duplicate found at frame 1420 at 47.38 seconds
Duplicate found at frame 1421 at 47.41 seconds
Duplicate found at frame 1422 at 47.45 seconds
Duplicate found at frame 1423 at 47.48 seconds
Duplicate found at frame 1424 at 47.51 seconds
Duplicate found at frame 1425 at 47.55 seconds
Duplicate found at frame 1426 at 47.58 seconds
Duplicate found at frame 1427 at 47.61 seconds
Duplicate found at frame 1428 at 47.65 seconds
Duplicate found at frame 1429 at 47.68 seconds
Duplicate found at frame 1430 at 47.71 seconds
Duplicate found at frame 1431 at 47.75 seconds
Duplicate found at frame 1432 at 47.78 seconds
Duplicate found at frame 1433 at 47.81 seconds
Duplicate found at frame 1434 at 47.85 seconds
Duplicate found at frame 1435 at 47.88 seconds
Duplicate found at frame 1797 at 59.96 seconds
2024-09-02 16:59:11 - Video fully processed: 108 duplicates found
End of Video

